participant,total_keystrokes,wpm_estimate,hold_mean,hold_std,hold_cv,dd_mean,dd_std,dd_cv,dd_skew,dd_kurtosis,ud_mean,ud_std,overlap_ratio,dd_iqr,cluster
p016,5187,63.1578947368421,0.1059774436090225,0.0475271379251517,0.4484646572575507,0.2970169654906497,0.2877024237524905,0.9686396979957952,3.688814414988232,30.259302221921924,0.1910395218816271,0.2835037151734773,0.13475997686524,0.252,3
p017,5379,83.91608391608392,0.0903835285369027,0.037107459013444,0.4105555471680154,0.1956772634318646,0.2151241348721346,1.0993823763640365,10.920627960787275,303.5821577056078,0.1052937348949618,0.2203316552050503,0.2197434467373117,0.1099999999999999,1
p018,5267,59.70149253731343,0.0649553825707233,0.0198284635594776,0.305262824645647,0.3388494399088665,0.4337930717443519,1.280194153075834,5.2254035415819216,45.61586932465609,0.2738940573381431,0.4333397465114055,0.0001898614011771,0.18,3
p019,5250,75.94936708860759,0.1413685714285714,0.3526021327430033,2.4942045405131696,0.1872487619047619,0.5524492928833088,2.950349509730244,-1.495121556140893,186.20758302059576,0.0458801904761904,0.420410160346328,0.3264761904761905,0.111,0
p020,5256,90.9090909090909,0.1200346270928462,0.3469730726843302,2.8906081610596255,0.1830724885844749,0.5595684383345627,3.0565402953833845,-1.634906646453778,181.2797253856947,0.0630378614916286,0.4364298606930779,0.3224885844748858,0.104,0
p021,5545,72.28915662650601,0.1090420198376916,0.0326124959711215,0.2990819137399053,0.2012955816050496,0.1350413012965703,0.6708607323608675,2.77910766582206,12.991683021440789,0.0922535617673579,0.1327393924232509,0.193868349864743,0.111,1
p022,5213,84.50704225352113,0.1115635910224439,0.1308878766602695,1.173213191335317,0.1712545559178975,0.219469787369417,1.281541306700388,0.2585522996029762,1154.1000116074104,0.0596909648954536,0.1793809894052997,0.3295607136006138,0.1,1
p023,4991,50.84745762711864,0.0880615107192947,0.0868292177169674,0.9860064517146948,0.3761466639951913,0.4889774084150224,1.2999647616741152,6.781240910280037,70.57708208343433,0.2880851532758966,0.4803872917366735,0.0092165898617511,0.1704999999999999,3
p024,5068,78.43137254901961,0.1102651933701657,0.0360354505520486,0.3268071224531921,0.1931219415943172,0.1911579314965683,0.9898302073729424,15.538245616877214,478.4104497416053,0.0828567482241515,0.1946775648421098,0.2245461720599842,0.0999999999999999,1
p025,5102,61.855670103092784,0.0788792630341042,0.0666872219886185,0.8454341410338195,0.2925638965111721,0.3187017272570447,1.0893405886972607,7.802189530412339,131.9779684886351,0.2136846334770678,0.3110275926892794,0.0215601724813798,0.18,3
p026,5293,89.55223880597015,0.0975488380880408,0.0293144865286313,0.3005108733552945,0.2007166068392216,0.1895718147856432,0.94447498774974,3.1693968005013757,17.30941667301764,0.1031677687511808,0.1905680884569174,0.306442471188362,0.14,1
p027,5051,71.00591715976331,0.0817279746584834,0.0286678494401121,0.3507715633466569,0.2164622846960998,0.1766673102975454,0.8161574684734385,5.849003094698142,66.55224523812598,0.1347343100376163,0.1770509069513373,0.0548406256186893,0.098,1
p028,5065,64.51612903225806,0.1278108588351431,0.0415146788852701,0.3248133942892741,0.2296351431391905,0.2364241550078864,1.0295643418332558,15.564881833731388,423.92530573215976,0.1018242843040473,0.2384187449611722,0.2381046396841066,0.129,1
p029,5489,55.55555555555556,0.0974691200582984,0.0538038038661606,0.5520087165450894,0.3561816359992713,0.3895783986575781,1.093763291767168,6.118936564537152,86.05955064356486,0.2587125159409729,0.3852867061154384,0.0060120240480961,0.224,3
p030,5220,51.50214592274678,0.0899229885057471,0.0254676853484363,0.2832166253772653,0.3285950191570881,0.2837173345744221,0.8634255482697631,5.602098214298432,78.40111267182195,0.238672030651341,0.2836806300223383,0.0120689655172413,0.20925,3
p031,5133,54.054054054054056,0.1533660627313461,0.5535567288537476,3.609382147492576,0.3477001753360607,0.8470221064789045,2.4360704036465797,-0.2100991048628344,56.661472199728365,0.1943341126047146,0.6475900359308825,0.0352620300019481,0.279,0
p032,4740,45.197740112994346,0.0890706751054852,0.0249367096051918,0.2799654271808279,0.3712208860759494,0.3022538776746746,0.8142157109469198,5.211577508424324,62.28159864056978,0.2821502109704641,0.3041098776652308,0.0014767932489451,0.20325,3
p033,5792,100.8403361344538,0.0854960290055248,0.0280584346851227,0.328184069032137,0.1384779005524861,0.1453747984013563,1.0498050434138118,27.591400296250285,1432.1568940364184,0.0529818715469613,0.1451198857114069,0.3591160220994475,0.103,1
p034,5296,72.72727272727272,0.1114956570996978,0.0269050016240764,0.2413098619618733,0.2316620090634441,0.2578161685578021,1.112897922279502,11.549086576147586,306.15663282578544,0.1201663519637462,0.2586532851074363,0.2345166163141994,0.115,1
p035,5742,56.33802816901409,0.0686760710553814,0.0515854226031537,0.7511411443667844,0.3455579937304075,0.3650465612028624,1.056397385753024,6.474247814463569,106.54911441868347,0.2768819226750261,0.3628830269707697,0.0358760013932427,0.236,3
p036,5162,69.36416184971098,0.1058874467260751,0.0318979177511434,0.3012436198755615,0.2469103060829136,0.2339391965013573,0.9474663095788314,3.3098644946594487,14.81295925425421,0.1410228593568384,0.2351854105803633,0.1472297559085625,0.1235,1
p037,5710,50.0,0.1314506129597198,0.2486579481784213,1.891645406435778,0.3692534150612959,0.4816987278824615,1.3045207118869826,5.331081563782786,96.75620858092007,0.2378028021015762,0.4038001670058004,0.0290718038528896,0.2329999999999999,3
p038,5390,88.23529411764706,0.0981812615955473,0.2719311179697646,2.769684495295761,0.1615567717996289,0.4417664141743804,2.7344345226350635,-0.2567027834885833,260.85634944556176,0.0633755102040816,0.3408489036633017,0.2135435992578849,0.089,0
p039,5767,103.44827586206895,0.1115259233570313,0.3951185778703604,3.5428406775477286,0.1363027570660655,0.6176016954412938,4.531102002154981,-1.7545378279192994,151.0828313758167,0.0247768337090341,0.470620117654721,0.341945552280215,0.092,0
p040,5195,88.88888888888889,0.1290294513955726,0.5027354936807787,3.896284826783579,0.1544877767083734,0.7401424721539898,4.790945199186575,-0.0101440444175365,96.58305029328352,0.0254583253128007,0.5329626438789071,0.2694898941289702,0.0779999999999999,0
p041,5068,38.70967741935484,0.0721623914759273,0.0344109280602183,0.476854042062859,0.4754244277821626,0.5330303587436456,1.1211673771796145,7.648048616972683,97.99925418197928,0.4032620363062352,0.5330978750551847,0.0029597474348855,0.359,3
p042,5420,101.69491525423727,0.1205560885608856,0.4023875588850906,3.337762229087825,0.1350761992619926,0.6409098328370534,4.74480209199513,-2.1504550236549216,141.47490097737847,0.014520110701107,0.4952811561718913,0.3723247232472325,0.084,0
p043,5359,103.44827586206895,0.1339923493189028,0.0407391044759875,0.3040405268141701,0.1449350625116626,0.1626969632989363,1.1225507512086277,33.78033387377908,1843.457181281945,0.0109427131927598,0.16328027610619,0.6051502145922747,0.079,1
p044,5162,88.23529411764706,0.118448663308795,0.3632450536181625,3.0666876558259215,0.1801230143355288,0.5425572185290762,3.012148228423568,0.7623624280846664,182.31106104506043,0.0616743510267338,0.3991155731917856,0.309376210771019,0.104,0
p045,6221,71.8562874251497,0.0862951294004179,0.2934774470381044,3.4008576043305987,0.219809516154959,0.46914237400418,2.134313300946662,-1.265142206069685,264.9049835288503,0.133514386754541,0.3665017658442361,0.0217006912072014,0.128,0
p046,5182,76.43312101910828,0.0842597452720957,0.0206624808952489,0.2452236335218513,0.2093458124276341,0.2169160521794881,1.0361614099850742,14.286212226584617,444.6911045937521,0.1250860671555384,0.2169906189302536,0.0617522192203782,0.0979999999999999,1
p047,5694,102.56410256410255,0.085289076220583,0.0270127260200978,0.3167196459044168,0.1447256761503337,0.1120836425665834,0.7744558225463509,3.4749320671321193,21.00942785543455,0.0594365999297506,0.1098631589099807,0.2367404285212504,0.081,1
p048,5713,68.18181818181819,0.094733590057763,0.023068997879777,0.2435144478923567,0.2310267810257308,0.1842234596113278,0.7974117060948431,3.685816498249985,29.441576095682183,0.1362931909679678,0.1834723778359264,0.1016978820234552,0.132,1
p049,6467,60.91370558375634,0.1079832998299056,0.0359991970654469,0.3333774493107044,0.2417873820937064,0.1757149201571933,0.7267332092999538,5.225797672228676,106.2229469500614,0.1338040822638008,0.1752201737984045,0.1801453533323024,0.183,1
p050,5422,55.29953917050691,0.1056217263002582,0.0408137959516374,0.3864147782967791,0.3122168941350055,0.2985100197038381,0.9560982295043876,8.03645319410674,161.47361328302344,0.2065951678347473,0.3011338134168786,0.0960900036886757,0.216,3
p051,5709,68.18181818181819,0.0829537572254335,0.0256636981264488,0.3093735472005886,0.2498656507269224,0.3554423519842724,1.4225338735044235,14.227379007662076,292.10354568463976,0.1669118935014888,0.3544014157269153,0.0754948327202662,0.152,1
p052,5391,78.94736842105263,0.0912680393248006,0.240930988696209,2.6398177333337314,0.1703852717492116,0.4104890076221106,2.409181283146972,-3.767110212380615,293.3224968628641,0.079117232424411,0.3263897393450679,0.1098126507141532,0.081,0
p053,4902,54.54545454545455,0.0968824969400244,0.1896804475233705,1.957840203486843,0.4118115055079559,0.687231634079836,1.66880144165025,2.6908674061641022,71.61865630957044,0.3149290085679314,0.6591740631119299,0.0359037127702978,0.299,3
p054,5855,58.53658536585366,0.1420956447480785,0.0624447640291274,0.4394558618586504,0.3010404782237404,0.3304472705294851,1.097683847963755,8.456054038563433,144.1397408128866,0.1589448334756618,0.3339833205691309,0.2664389410760034,0.2035,1
p055,5235,66.29834254143647,0.1265551098376313,0.0590625512004102,0.4666943221509328,0.2351235912129895,0.1929669425878273,0.8207043010542732,7.629754582285065,149.10942315940923,0.1085684813753581,0.1971868113122391,0.1959885386819484,0.118,1
p056,5443,71.00591715976331,0.06616773837957,0.0279873897118839,0.4229763688058187,0.2116263090207606,0.1691129406047855,0.7991111378698942,4.010588049236702,25.29927266095157,0.1454585706411905,0.1682698724758403,0.0202094433216975,0.091,1
p057,5210,80.0,0.1330510556621881,0.2002296840179072,1.5049086459432766,0.1863483685220729,0.3977630000952751,2.134512919270128,-1.2598055988697283,285.30165796131934,0.0532973128598848,0.3420383116762295,0.4040307101727447,0.1119999999999999,0
p058,5287,61.53846153846153,0.1365252506147153,0.2800163784934081,2.051022629386234,0.2531373179496879,0.4809771501599698,1.900064178824736,-1.5253655284356955,235.1473041786433,0.1166120673349725,0.3914892869241893,0.163041422356724,0.1659999999999999,0
p059,5543,66.66666666666667,0.1046671477539238,0.0473825713046884,0.4526976450728025,0.2674519213422334,0.2343053589906154,0.8760653421920875,2.6712219958008308,13.278159476298498,0.1627847735883096,0.2349610271340837,0.1398159841241205,0.1709999999999999,1
p060,5720,66.66666666666667,0.0741305944055944,0.0476580050207331,0.6428925250481532,0.2700622377622377,0.2755531897570222,1.020332172466181,8.32264560018776,195.26605054333592,0.1959316433566433,0.2726129322936502,0.0141608391608391,0.1332499999999999,1
p061,5225,62.5,0.1271205741626794,0.0473804816137945,0.3727207961880382,0.2610597129186603,0.3239454168692013,1.2408862832471392,15.179626397169086,339.08313189985176,0.1339391387559808,0.3226767813987433,0.176267942583732,0.136,1
p062,5305,62.17616580310881,0.0782686145146088,0.0188825766625524,0.2412534932380599,0.2627656927426955,0.2186988206693318,0.832295945435638,4.198295776552443,32.09975001269681,0.1844970782280867,0.2180663489453759,0.0077285579641847,0.12,1
p063,5318,48.58299595141701,0.0826367055283941,0.1177075381260948,1.4243977585196697,0.3911284317412561,0.4795274661576057,1.2260102494283218,5.370148924391782,70.44241891576125,0.3084917262128619,0.4650729831509682,0.0090259496051147,0.265,3
p064,5370,61.855670103092784,0.0816854748603352,0.2028138266268045,2.4828627974994695,0.3071364990689013,0.4179904530030235,1.360927321468407,2.9304945160832476,192.36381109487948,0.2254510242085661,0.3637116846296091,0.0100558659217877,0.204,3
p065,5854,71.00591715976331,0.0789144174923129,0.0234149391461983,0.2967130708210465,0.2081740690126409,0.2063069905310806,0.9910311668959754,10.305021652430865,204.193932226421,0.1292596515203279,0.2064946600976522,0.1619405534677143,0.154,1
p066,5323,82.75862068965517,0.083605109900432,0.0199194447848238,0.2382563076413216,0.1935134322750329,0.2651350976919284,1.3701121135358825,18.96545106940281,492.9171577325992,0.1099083223746008,0.2639237656766367,0.1042645124929551,0.086,1
p067,5597,73.17073170731707,0.1340877255672682,0.3463792590837898,2.5832286856862336,0.2763591209576558,0.5995065286905683,2.169302488056566,2.857519129899148,126.59829062068484,0.1422713953903877,0.488824685021039,0.254243344648919,0.152,0
p068,5500,71.00591715976331,0.0708867272727272,0.0275463154790333,0.3885962371073017,0.2591710909090909,0.2710424092918734,1.045804948156609,4.41214024067779,35.1454149954787,0.1882843636363636,0.2708214257335397,0.0201818181818181,0.134,1
p069,5328,74.07407407407408,0.1021118618618618,0.0387730476831984,0.3797114945925776,0.2041116741741742,0.1543403936609742,0.7561566200729476,3.694385080563998,26.620384196767397,0.1019998123123123,0.1528353200886707,0.1704204204204204,0.116,1
p070,5397,79.47019867549669,0.133662775616083,0.3423296615188356,2.5611443421024163,0.1872293866963127,0.5046330452731261,2.6952662409328085,0.4420309893109863,192.50284441187577,0.0535666110802297,0.3663600763986445,0.2355012043727997,0.09,0
p071,5552,83.33333333333334,0.1416109510086455,0.0499137134298642,0.3524707169491221,0.2023559077809798,0.2154397490827028,1.0646575701455894,7.976824082992145,146.46457385767405,0.0607449567723342,0.2086213087197776,0.4445244956772334,0.144,1
p072,5099,51.06382978723405,0.1102647577956462,0.1687153841554503,1.5300934544120648,0.3885508923318297,0.4834545066626685,1.2442501515343043,5.72043669598715,117.0404011238654,0.2782861345361835,0.4542526014864208,0.0435379486173759,0.2925,3
p073,5684,75.0,0.2196389866291344,0.7691712896676175,3.501979778145588,0.2019234693877551,1.0492322940017644,5.196187927946686,0.2037837954055973,33.80381040855752,-0.0177155172413793,0.79335410929798,0.1606263194933145,0.128,2
p074,5916,76.43312101910828,0.080551048005409,0.0347236733128156,0.4310766175318275,0.2338133874239351,0.2951915113937688,1.2625090233116,-6.605510841423125,248.8539725178584,0.153262339418526,0.296974559919012,0.0799526707234618,0.145,1
p075,4975,59.4059405940594,0.1562205025125628,0.0457339404266115,0.292752485692035,0.2979837185929648,0.3911106985811984,1.3125237191748798,9.446291833150758,130.44312102509133,0.141763216080402,0.3966563104281101,0.3264321608040201,0.1805,1
p076,5101,89.55223880597015,0.1098043520878259,0.0379083640814283,0.3452355335707252,0.1602299549108018,0.136388247195701,0.851203180276913,16.943009186125995,633.4132126477075,0.0504256028229758,0.1394845841621099,0.3320917467163301,0.074,1
p077,5628,71.42857142857143,0.0881423240938166,0.0468875195323637,0.5319523851272373,0.2327377398720682,0.1871303694593468,0.8040396437733267,3.542995829281544,33.05171012140906,0.1445954157782516,0.1828895596702638,0.0803127221037668,0.1679999999999999,1
p078,5677,114.28571428571428,0.1299244319182667,0.345481909694606,2.659098866885507,0.1277588515060771,0.5237324799096217,4.0993831248139285,-1.403492580324465,188.02960571407115,-0.0021655804121895,0.3953097857388782,0.5351418002466092,0.075,0
p079,5565,51.72413793103448,0.0647069182389937,0.033105041044649,0.5116151710760861,0.3479532794249775,0.4684506733933734,1.3463033720145647,7.482497212508657,92.6275935983632,0.2832463611859838,0.4657743352218244,0.0449236298292902,0.216,3
p080,4879,74.07407407407408,0.0787343717974994,0.0994181285155878,1.2627030132568509,0.2002346792375487,0.1999918983046813,0.9987875180573504,2.28588568311876,593.8348519469206,0.1215003074400491,0.1733182979981618,0.034228325476532,0.096,1
p081,5534,88.23529411764706,0.0710258402602096,0.105304530548963,1.482622805491218,0.1687043729671124,0.2269794071007712,1.3454269329759387,4.923613078401512,420.7946105420383,0.0976785327069027,0.2022249630451162,0.0878207444886158,0.0839999999999999,1
p082,5500,75.0,0.3624510909090909,0.9193822981321952,2.5365692673905893,0.2012992727272727,1.3036479156083465,6.476168035512859,-0.0461560713748072,18.50183794429276,-0.1611518181818182,0.9607740461826164,0.4247272727272727,0.1879999999999999,2
p083,5224,81.63265306122449,0.3139230474732006,0.9509212801683348,3.029154080346756,0.1977036753445635,1.3516477663712831,6.836735655093884,-0.0696636368968487,17.764491360828394,-0.116219372128637,1.009674173648465,0.2423430321592649,0.154,2
p084,5083,61.224489795918366,0.0767983474326185,0.1088910365124987,1.4178825476425478,0.2484955734802282,0.2400495147050184,0.9660112304741638,1.658883857730752,324.2424158442614,0.1716972260476096,0.2148657118080058,0.0100334448160535,0.116,1
p085,5679,59.11330049261083,0.1190426131361155,0.0779040803536998,0.6544217931827737,0.3276370839936608,0.4019393701968182,1.2267822839144629,7.49478100440353,114.88612601522388,0.2085944708575453,0.3938489761805422,0.1797851734460292,0.2515,3
p086,4892,54.054054054054056,0.1504018806214227,0.3326358102702039,2.211646615692815,0.2996598528209321,0.5692240310681811,1.8995672116555895,-1.4709340857740687,163.1435116073175,0.1492579721995094,0.4634541180899589,0.1353229762878168,0.1789999999999999,0
p087,5348,62.5,0.0908040388930441,0.0357359993307735,0.3935507689571623,0.2749246447270007,0.2812436807699616,1.0229846111076584,9.527869946066474,172.0126768666342,0.1841206058339566,0.2785382431058545,0.0493642483171279,0.192,3
p088,5028,48.38709677419355,0.0851205250596658,0.0426202950341647,0.5007052647324458,0.3902607398568019,0.4215270885336137,1.0801165617845228,5.987666039377205,78.81891217059864,0.305140214797136,0.4175795759344923,0.0117342879872712,0.257,3
p089,5254,60.91370558375634,0.143754663113818,0.3178606123546828,2.211132532814023,0.2791625428245146,0.5158439218237905,1.8478264189908056,0.2174868783085448,173.049332853017,0.1354078797106966,0.4073911419394175,0.1994670727065093,0.186,0
p090,5253,72.72727272727272,0.1103514182371978,0.0424596069010306,0.3847672062516198,0.2390323624595469,0.2929585126220812,1.2256018792085552,11.117799963111334,209.47553308914576,0.1286809442223491,0.2890948928238593,0.1168855891871311,0.126,1
p091,5239,79.47019867549669,0.1729749952280969,0.3763947227939715,2.176006551106598,0.1804861614811987,0.5329174654308008,2.952677707018081,-0.6260024951806912,133.94653833588262,0.0075111662531017,0.419524543400755,0.4491315136476427,0.0989999999999999,0
p092,5776,68.18181818181819,0.0883066135734072,0.0275668851701579,0.3121723736721288,0.2870460526315789,0.2751161328181177,0.9584390041107008,2.459889710501913,9.081564546234006,0.1987394390581717,0.2714668415030337,0.0697714681440443,0.2339999999999999,3
p093,5297,71.8562874251497,0.0919312818576552,0.1462843182723067,1.591235489338773,0.2648880498395318,0.3763151336295573,1.4206572695805948,2.7918794995767726,91.03224480039344,0.1729567679818765,0.346276202859644,0.1159146686803851,0.14,1
p094,4939,65.21739130434783,0.0792172504555578,0.033510369958374,0.4230185946326675,0.2880443409597084,0.3192479528910681,1.1083291962181767,4.78249004581771,64.9501464689215,0.2088270905041506,0.3220852994543577,0.0909090909090909,0.1609999999999999,3
p095,4846,46.875,0.0877102765167148,0.0351994207553588,0.4013146709057631,0.385417664052827,0.3343246318673851,0.8674346379245373,5.843725399489168,88.4455699851125,0.2977073875361122,0.3310083487626452,0.0012381345439537,0.26875,3
p097,4998,56.07476635514019,0.078891356542617,0.02710712967483,0.3436007550483281,0.3747468987595038,0.365916366178952,0.9764360089175304,3.2260256501903757,22.084557959271343,0.2958555422168867,0.3656506017468465,0.0078031212484993,0.3045,3
p098,5366,88.88888888888889,0.1382474841595229,0.4908474485733119,3.5504982355188854,0.1750603801714498,0.6996878742864229,3.996837397480604,0.2386298267827997,71.91651510374578,0.0368128960119269,0.497330824457673,0.2333209094297428,0.098,0
p099,5356,64.1711229946524,0.0918818147871546,0.036671296343218,0.399113757473854,0.2827126587005228,0.2572925610222232,0.9100850390104848,2.34426944523739,7.235131118410879,0.1908308439133682,0.259830490151626,0.1077296489917849,0.186,3
p100,5714,79.47019867549669,0.0981207560378018,0.0336901343031908,0.3433537985603323,0.2131662583129156,0.1890364940657634,0.8868030783195947,2.583739977377248,8.686771949649124,0.1150455022751137,0.1910482008500266,0.248512425621281,0.133,1
